"Id","Kode_Provinsi","Provinsi","Kabupaten_Kota","Jenis_Rumput_Laut","Tahun","Volume_Produksi_Kg","Nilai_Produksi_Rp","Total_Luas_Lahan_m2","Kode_Luas_Tanah"
1,51,BALI,BULELENG,RUMPUT LAUT COTTONII,2019,40.0,81.0,10751000,2
2,51,BALI,KLUNGKUNG,RUMPUT LAUT COTTONII,2019,465.0,676.0,10751000,2
3,51,BALI,KLUNGKUNG,RUMPUT LAUT SPINOSUM,2019,36.0,66.0,10751000,2
4,51,BALI,KOTA DENPASAR,RUMPUT LAUT COTTONII,2019,307.0,460.0,10751000,2
5,36,BANTEN,PANDEGLANG,RUMPUT LAUT COTTONII,2019,30.0,60.0,952050000,3
6,36,BANTEN,PANDEGLANG,RUMPUT LAUT SPINOSUM,2019,52.0,156.0,952050000,3
7,36,BANTEN,SERANG,RUMPUT LAUT COTTONII,2019,11905.0,17858.0,952050000,3
8,36,BANTEN,SERANG,RUMPUT LAUT SPINOSUM,2019,10016.0,15024.0,952050000,3
9,36,BANTEN,TANGERANG,RUMPUT LAUT GRACILARIA,2019,431.0,1724.0,952050000,3
10,17,BENGKULU,KAUR,RUMPUT LAUT COTTONII,2019,60.0,1500.0,20000000,4
11,31,DKI JAKARTA,ADM KEP SERIBU,RUMPUT LAUT COTTONII,2019,253.0,2028.0,50000.0,6
12,75,GORONTALO,GORONTALO UTARA,RUMPUT LAUT COTTONII,2019,7196.0,35982.0,413500000,7
13,75,GORONTALO,GORONTALO UTARA,RUMPUT LAUT SPINOSUM,2019,2100.0,10500.0,413500000,7
14,75,GORONTALO,PAHUWATO,RUMPUT LAUT COTTONII,2019,7.0,21.0,413500000,7
15,75,GORONTALO,PAHUWATO,RUMPUT LAUT SPINOSUM,2019,25.0,75.0,413500000,7
16,33,JAWA TENGAH,BREBES,RUMPUT LAUT COTTONII,2019,10559.0,10559.0,1696000000,10
17,33,JAWA TENGAH,JEPARA,RUMPUT LAUT COTTONII,2019,6543.0,9815.0,1696000000,10
18,33,JAWA TENGAH,JEPARA,RUMPUT LAUT SPINOSUM,2019,10065.0,18118.0,1696000000,10
19,35,JAWA TIMUR,BANYUWANGI,RUMPUT LAUT COTTONII,2019,1027.0,2260.0,198467900,11
20,35,JAWA TIMUR,BANYUWANGI,RUMPUT LAUT SPINOSUM,2019,1714.0,3771.0,198467900,11
21,35,JAWA TIMUR,PACITAN,RUMPUT LAUT COTTONII,2019,1.0,5.0,198467900,11
22,35,JAWA TIMUR,PACITAN,RUMPUT LAUT SPINOSUM,2019,55.0,278.0,198467900,11
23,35,JAWA TIMUR,PAMEKASAN,RUMPUT LAUT COTTONII,2019,403.0,1413.0,198467900,11
24,35,JAWA TIMUR,PAMEKASAN,RUMPUT LAUT SPINOSUM,2019,331.0,653.0,198467900,11
25,35,JAWA TIMUR,SITUBONDO,RUMPUT LAUT COTTONII,2019,51.0,72.0,198467900,11
26,35,JAWA TIMUR,SUMENEP,RUMPUT LAUT COTTONII,2019,670453.0,3352265.0,198467900,11
27,61,KALIMANTAN BARAT,BENGKAYANG,RUMPUT LAUT SPINOSUM,2019,20.0,500.0,2000000.0,12
28,63,KALIMANTAN SELATAN,KOTABARU,RUMPUT LAUT COTTONII,2019,50.0,199.0,62599000,13
29,63,KALIMANTAN SELATAN,TANAH BUMBU,RUMPUT LAUT COTTONII,2019,25.0,47.0,62599000,13
30,64,KALIMANTAN TIMUR,KOTA BALIKPAPAN,RUMPUT LAUT COTTONII,2019,25.0,96.0,247500600,15
31,64,KALIMANTAN TIMUR,KOTA BONTANG,RUMPUT LAUT COTTONII,2019,5619.0,13969.0,247500600,15
32,64,KALIMANTAN TIMUR,KUTAI KARTANEGARA,RUMPUT LAUT COTTONII,2019,653.0,2869.0,247500600,15
33,64,KALIMANTAN TIMUR,KUTAI TIMUR,RUMPUT LAUT COTTONII,2019,102.0,683.0,247500600,15
34,64,KALIMANTAN TIMUR,PASER,RUMPUT LAUT COTTONII,2019,8.0,21.0,247500600,15
35,64,KALIMANTAN TIMUR,PENAJAM PASER UTARA,RUMPUT LAUT COTTONII,2019,33.0,49.0,247500600,15
36,65,KALIMANTAN UTARA,KOTA TARAKAN,RUMPUT LAUT COTTONII,2019,152576.0,333602.0,25152000000,16
37,65,KALIMANTAN UTARA,NUNUKAN,RUMPUT LAUT COTTONII,2019,337122.0,452339.0,25152000000,16
38,21,KEPULAUAN RIAU,KARIMUN,RUMPUT LAUT COTTONII,2019,1004.0,9540.0,186720000,18
39,21,KEPULAUAN RIAU,KARIMUN,RUMPUT LAUT SPINOSUM,2019,1208.0,9670.0,186720000,18
40,21,KEPULAUAN RIAU,KEPULAUAN ANAMBAS,RUMPUT LAUT COTTONII,2019,1.0,9.0,186720000,18
41,21,KEPULAUAN RIAU,KOTA BATAM,RUMPUT LAUT COTTONII,2019,2582.0,24531.0,186720000,18
42,21,KEPULAUAN RIAU,LINGGA,RUMPUT LAUT COTTONII,2019,1.0,9.0,186720000,18
43,21,KEPULAUAN RIAU,NATUNA,RUMPUT LAUT COTTONII,2019,13.0,164.0,186720000,18
44,18,LAMPUNG,LAMPUNG SELATAN,RUMPUT LAUT COTTONII,2019,2048.0,4096.0,267000000,19
45,18,LAMPUNG,LAMPUNG SELATAN,RUMPUT LAUT SPINOSUM,2019,2133.0,4266.0,267000000,19
46,81,MALUKU,KAB MALUKU TENGGARA BARAT,RUMPUT LAUT COTTONII,2019,78655.0,393275.0,7745500000,20
47,81,MALUKU,KEPULAUAN ARU,RUMPUT LAUT COTTONII,2019,24995.0,74987.0,7745500000,20
48,81,MALUKU,KOTA AMBON,RUMPUT LAUT COTTONII,2019,228.0,1820.0,7745500000,20
49,81,MALUKU,KOTA TUAL,RUMPUT LAUT COTTONII,2019,260350.0,611823.0,7745500000,20
50,81,MALUKU,MALUKU BARAT DAYA,RUMPUT LAUT COTTONII,2019,19427.0,23312.0,7745500000,20
51,81,MALUKU,MALUKU TENGGARA,RUMPUT LAUT COTTONII,2019,234606.0,557191.0,7745500000,20
52,81,MALUKU,SERAM BAGIAN BARAT,RUMPUT LAUT COTTONII,2019,168.0,505.0,7745500000,20
53,81,MALUKU,SERAM BAGIAN TIMUR,RUMPUT LAUT COTTONII,2019,83.0,416.0,7745500000,20
54,82,MALUKU UTARA,HALMAHERA BARAT,RUMPUT LAUT SPINOSUM,2019,102.0,617.0,426881900,16
55,82,MALUKU UTARA,HALMAHERA SELATAN,RUMPUT LAUT SPINOSUM,2019,151.0,910.0,426881900,16
56,82,MALUKU UTARA,HALMAHERA TENGAH,RUMPUT LAUT COTTONII,2019,21.0,126.0,426881900,16
57,82,MALUKU UTARA,HALMAHERA TENGAH,RUMPUT LAUT SPINOSUM,2019,30.0,185.0,426881900,16
58,82,MALUKU UTARA,HALMAHERA TIMUR,RUMPUT LAUT COTTONII,2019,619.0,2945.0,426881900,16
59,82,MALUKU UTARA,KEPULAUAN SULA,RUMPUT LAUT SARGASSUM,2019,56235.0,281548.0,426881900,16
60,82,MALUKU UTARA,KOTA TIDORE KEPULAUAN,RUMPUT LAUT COTTONII,2019,10.0,42.0,426881900,16
61,82,MALUKU UTARA,PULAU MOROTAI,RUMPUT LAUT SARGASSUM,2019,5790.0,23160.0,426881900,16
62,82,MALUKU UTARA,PULAU TALIABU,RUMPUT LAUT SARGASSUM,2019,18592.0,86370.0,426881900,16
63,52,NUSA TENGGARA BARAT,BIMA,RUMPUT LAUT COTTONII,2019,55981.0,83972.0,18563196200,22
64,52,NUSA TENGGARA BARAT,BIMA,RUMPUT LAUT SPINOSUM,2019,57020.0,85530.0,18563196200,22
65,52,NUSA TENGGARA BARAT,DOMPU,RUMPUT LAUT COTTONII,2019,1044.0,5010.0,18563196200,22
66,52,NUSA TENGGARA BARAT,DOMPU,RUMPUT LAUT GRACILARIA,2019,104.0,261.0,18563196200,22
67,52,NUSA TENGGARA BARAT,LOMBOK BARAT,RUMPUT LAUT SPINOSUM,2019,52688.0,237096.0,18563196200,22
68,52,NUSA TENGGARA BARAT,LOMBOK TENGAH,RUMPUT LAUT COTTONII,2019,27503.0,78615.0,18563196200,22
69,52,NUSA TENGGARA BARAT,LOMBOK TIMUR,RUMPUT LAUT COTTONII,2019,3863.0,11590.0,18563196200,22
70,52,NUSA TENGGARA BARAT,LOMBOK TIMUR,RUMPUT LAUT SPINOSUM,2019,120.0,241.0,18563196200,22
71,52,NUSA TENGGARA BARAT,SUMBAWA,RUMPUT LAUT COTTONII,2019,580509.0,1886805.0,18563196200,22
72,52,NUSA TENGGARA BARAT,SUMBAWA BARAT,RUMPUT LAUT COTTONII,2019,51500.0,154500.0,18563196200,22
73,52,NUSA TENGGARA BARAT,SUMBAWA BARAT,RUMPUT LAUT SPINOSUM,2019,37672.0,111316.0,18563196200,22
74,53,NUSA TENGGARA TIMUR,ALOR,RUMPUT LAUT COTTONII,2019,1902.0,4756.0,7814744800,23
75,53,NUSA TENGGARA TIMUR,FLORES TIMUR,RUMPUT LAUT COTTONII,2019,112371.0,280928.0,7814744800,23
76,53,NUSA TENGGARA TIMUR,KUPANG,RUMPUT LAUT COTTONII,2019,1277765.0,3833295.0,7814744800,23
77,53,NUSA TENGGARA TIMUR,LEMBATA,RUMPUT LAUT COTTONII,2019,337.0,843.0,7814744800,23
78,53,NUSA TENGGARA TIMUR,LEMBATA,RUMPUT LAUT SPINOSUM,2019,10.0,26.0,7814744800,23
79,53,NUSA TENGGARA TIMUR,NAGEKEO,RUMPUT LAUT COTTONII,2019,60.0,180.0,7814744800,23
80,53,NUSA TENGGARA TIMUR,NGADA,RUMPUT LAUT COTTONII,2019,299.0,1049.0,7814744800,23
81,53,NUSA TENGGARA TIMUR,ROTE NDAO,RUMPUT LAUT COTTONII,2019,101071.0,389661.0,7814744800,23
82,53,NUSA TENGGARA TIMUR,SABU RAIJUA,RUMPUT LAUT COTTONII,2019,75759.0,215914.0,7814744800,23
83,53,NUSA TENGGARA TIMUR,SUMBA BARAT DAYA,RUMPUT LAUT COTTONII,2019,3319.0,11618.0,7814744800,23
84,53,NUSA TENGGARA TIMUR,SUMBA TIMUR,RUMPUT LAUT COTTONII,2019,22843.0,57109.0,7814744800,23
85,94,PAPUA,BIAK NUMFOR,RUMPUT LAUT COTTONII,2019,110.0,165.0,25808000,24
86,94,PAPUA,BIAK NUMFOR,RUMPUT LAUT SPINOSUM,2019,272.0,272.0,25808000,24
87,94,PAPUA,KEPULAUAN YAPEN,RUMPUT LAUT COTTONII,2019,99.0,140.0,25808000,24
88,94,PAPUA,SUPIORI,RUMPUT LAUT COTTONII,2019,112.0,136.0,25808000,24
89,91,PAPUA BARAT,FAK FAK,RUMPUT LAUT COTTONII,2019,10163.0,50816.0,54037000,25
90,91,PAPUA BARAT,KAIMANA,RUMPUT LAUT COTTONII,2019,1312.0,1050.0,54037000,25
91,91,PAPUA BARAT,RAJA AMPAT,RUMPUT LAUT COTTONII,2019,19.0,7.0,54037000,25
92,91,PAPUA BARAT,SORONG,RUMPUT LAUT COTTONII,2019,120.0,540.0,54037000,25
93,91,PAPUA BARAT,SORONG,RUMPUT LAUT SPINOSUM,2019,155.0,1395.0,54037000,25
94,91,PAPUA BARAT,TELUK WONDAMA,RUMPUT LAUT COTTONII,2019,12.0,36.0,54037000,25
95,91,PAPUA BARAT,TELUK WONDAMA,RUMPUT LAUT SPINOSUM,2019,138.0,416.0,54037000,25
96,76,SULAWESI BARAT,MAMUJU,RUMPUT LAUT COTTONII,2019,56607.0,141517.0,640962500,27
97,76,SULAWESI BARAT,MAMUJU TENGAH,RUMPUT LAUT COTTONII,2019,2325.0,51157.0,640962500,27
98,76,SULAWESI BARAT,POLEWALI MANDAR,RUMPUT LAUT COTTONII,2019,11587.0,52142.0,640962500,27
99,73,SULAWESI SELATAN,BANTAENG,RUMPUT LAUT COTTONII,2019,16075.0,50188.0,64526381400,28
100,73,SULAWESI SELATAN,BANTAENG,RUMPUT LAUT SPINOSUM,2019,68730.0,65677.0,64526381400,28
101,73,SULAWESI SELATAN,BARRU,RUMPUT LAUT COTTONII,2019,1113.0,4128.0,64526381400,28
102,73,SULAWESI SELATAN,BONE,RUMPUT LAUT COTTONII,2019,180195.0,720782.0,64526381400,28
103,73,SULAWESI SELATAN,BULUKUMBA,RUMPUT LAUT COTTONII,2019,176529.0,706119.0,64526381400,28
104,73,SULAWESI SELATAN,JENEPONTO,RUMPUT LAUT COTTONII,2019,138623.0,859811.0,64526381400,28
105,73,SULAWESI SELATAN,JENEPONTO,RUMPUT LAUT SPINOSUM,2019,26413.0,110732.0,64526381400,28
106,73,SULAWESI SELATAN,KEPULAUAN SELAYAR,RUMPUT LAUT COTTONII,2019,313.0,861.0,64526381400,28
107,73,SULAWESI SELATAN,KEPULAUAN SELAYAR,RUMPUT LAUT SPINOSUM,2019,82.0,412.0,64526381400,28
108,73,SULAWESI SELATAN,KOTA PALOPO,RUMPUT LAUT COTTONII,2019,26684.0,83999.0,64526381400,28
109,73,SULAWESI SELATAN,LUWU,RUMPUT LAUT COTTONII,2019,286139.0,672708.0,64526381400,28
110,73,SULAWESI SELATAN,LUWU TIMUR,RUMPUT LAUT COTTONII,2019,148690.0,520416.0,64526381400,28
111,73,SULAWESI SELATAN,LUWU UTARA,RUMPUT LAUT COTTONII,2019,37299.0,102089.0,64526381400,28
112,73,SULAWESI SELATAN,PANGKAJENE KEPULAUAN,RUMPUT LAUT COTTONII,2019,317676.0,1195622.0,64526381400,28
113,73,SULAWESI SELATAN,PANGKAJENE KEPULAUAN,RUMPUT LAUT SPINOSUM,2019,117829.0,201119.0,64526381400,28
114,73,SULAWESI SELATAN,PINRANG,RUMPUT LAUT COTTONII,2019,18459.0,66452.0,64526381400,28
115,73,SULAWESI SELATAN,PINRANG,RUMPUT LAUT GRACILARIA,2019,207.0,77.0,64526381400,28
116,73,SULAWESI SELATAN,SINJAI,RUMPUT LAUT SPINOSUM,2019,18165.0,15043.0,64526381400,28
117,73,SULAWESI SELATAN,TAKALAR,RUMPUT LAUT COTTONII,2019,332781.0,1226287.0,64526381400,28
118,73,SULAWESI SELATAN,TAKALAR,RUMPUT LAUT SPINOSUM,2019,91393.0,109671.0,64526381400,28
119,73,SULAWESI SELATAN,WAJO,RUMPUT LAUT COTTONII,2019,433300.0,1676753.0,64526381400,28
120,72,SULAWESI TENGAH,BANGGAI,RUMPUT LAUT COTTONII,2019,1352.0,4056.0,25897000000,29
121,72,SULAWESI TENGAH,BANGGAI,RUMPUT LAUT SPINOSUM,2019,0.0,1.0,25897000000,29
122,72,SULAWESI TENGAH,BANGGAI KEPULAUAN,RUMPUT LAUT COTTONII,2019,678219.0,2034657.0,25897000000,29
123,72,SULAWESI TENGAH,BANGGAI LAUT,RUMPUT LAUT COTTONII,2019,20845.0,62535.0,25897000000,29
124,72,SULAWESI TENGAH,DONGGALA,RUMPUT LAUT COTTONII,2019,3006.0,15030.0,25897000000,29
125,72,SULAWESI TENGAH,MOROWALI,RUMPUT LAUT COTTONII,2019,86300.0,428005.0,25897000000,29
126,72,SULAWESI TENGAH,MOROWALI,RUMPUT LAUT SPINOSUM,2019,114940.0,229880.0,25897000000,29
127,72,SULAWESI TENGAH,MOROWALI UTARA,RUMPUT LAUT COTTONII,2019,26.0,80.0,25897000000,29
128,72,SULAWESI TENGAH,PARIGI MOUTONG,RUMPUT LAUT COTTONII,2019,11766.0,50274.0,25897000000,29
129,72,SULAWESI TENGAH,PARIGI MOUTONG,RUMPUT LAUT SPINOSUM,2019,722.0,1613.0,25897000000,29
130,72,SULAWESI TENGAH,POSO,RUMPUT LAUT COTTONII,2019,1019.0,2314.0,25897000000,29
131,72,SULAWESI TENGAH,TOJO UNA UNA,RUMPUT LAUT COTTONII,2019,6436.0,12872.0,25897000000,29
132,72,SULAWESI TENGAH,TOLI TOLI,RUMPUT LAUT COTTONII,2019,625.0,4114.0,25897000000,29
133,72,SULAWESI TENGAH,TOLI TOLI,RUMPUT LAUT SPINOSUM,2019,79.0,159.0,25897000000,29
134,74,SULAWESI TENGGARA,BOMBANA,RUMPUT LAUT COTTONII,2019,4980.0,22581.0,28716814700,30
135,74,SULAWESI TENGGARA,BOMBANA,RUMPUT LAUT SPINOSUM,2019,18595.0,24032.0,28716814700,30
136,74,SULAWESI TENGGARA,BUTON,RUMPUT LAUT COTTONII,2019,5136.0,22963.0,28716814700,30
137,74,SULAWESI TENGGARA,BUTON,RUMPUT LAUT SPINOSUM,2019,1326.0,3488.0,28716814700,30
138,74,SULAWESI TENGGARA,BUTON SELATAN,RUMPUT LAUT COTTONII,2019,3754.0,10749.0,28716814700,30
139,74,SULAWESI TENGGARA,BUTON TENGAH,RUMPUT LAUT COTTONII,2019,11752.0,49780.0,28716814700,30
140,74,SULAWESI TENGGARA,BUTON TENGAH,RUMPUT LAUT SPINOSUM,2019,16438.0,60318.0,28716814700,30
141,74,SULAWESI TENGGARA,BUTON UTARA,RUMPUT LAUT COTTONII,2019,28204.0,76404.0,28716814700,30
142,74,SULAWESI TENGGARA,KOLAKA,RUMPUT LAUT COTTONII,2019,25644.0,97895.0,28716814700,30
143,74,SULAWESI TENGGARA,KOLAKA UTARA,RUMPUT LAUT COTTONII,2019,8554.0,25662.0,28716814700,30
144,74,SULAWESI TENGGARA,KONAWE KEPULAUAN,RUMPUT LAUT COTTONII,2019,40.0,115.0,28716814700,30
145,74,SULAWESI TENGGARA,KONAWE KEPULAUAN,RUMPUT LAUT SPINOSUM,2019,82.0,412.0,28716814700,30
146,74,SULAWESI TENGGARA,KONAWE SELATAN,RUMPUT LAUT COTTONII,2019,42869.0,214347.0,28716814700,30
147,74,SULAWESI TENGGARA,KOTA BAU BAU,RUMPUT LAUT COTTONII,2019,17965.0,53897.0,28716814700,30
148,74,SULAWESI TENGGARA,MUNA,RUMPUT LAUT COTTONII,2019,136438.0,779448.0,28716814700,30
149,74,SULAWESI TENGGARA,MUNA BARAT,RUMPUT LAUT COTTONII,2019,1325.0,3975.0,28716814700,30
150,74,SULAWESI TENGGARA,MUNA BARAT,RUMPUT LAUT SPINOSUM,2019,1326.0,6630.0,28716814700,30
151,74,SULAWESI TENGGARA,WAKATOBI,RUMPUT LAUT COTTONII,2019,4672.0,11681.0,28716814700,30
152,74,SULAWESI TENGGARA,WAKATOBI,RUMPUT LAUT SPINOSUM,2019,17780.0,17780.0,28716814700,30
153,71,SULAWESI UTARA,MINAHASA,RUMPUT LAUT SPINOSUM,2019,6471.0,25885.0,3188138500,31
154,71,SULAWESI UTARA,MINAHASA SELATAN,RUMPUT LAUT COTTONII,2019,22.0,88.0,3188138500,31
155,71,SULAWESI UTARA,MINAHASA SELATAN,RUMPUT LAUT SPINOSUM,2019,95.0,381.0,3188138500,31
156,71,SULAWESI UTARA,MINAHASA TENGGARA,RUMPUT LAUT SPINOSUM,2019,15.0,60.0,3188138500,31
157,71,SULAWESI UTARA,MINAHASA UTARA,RUMPUT LAUT COTTONII,2019,28444.0,98898.0,3188138500,31
158,71,SULAWESI UTARA,MINAHASA UTARA,RUMPUT LAUT SPINOSUM,2019,322548.0,787204.0,3188138500,31
159,71,SUMATERA UTARA,NIAS UTARA,RUMPUT LAUT SPINOSUM,2019,180.0,2700.0,3188138500,34
160,51,BALI,KLUNGKUNG,RUMPUT LAUT COTTONII,2020,16399.0,31158.0,37290000,36
161,51,BALI,KLUNGKUNG,RUMPUT LAUT SPINOSUM,2020,441.0,573.0,37290000,36
162,51,BALI,KOTA DENPASAR,RUMPUT LAUT COTTONII,2020,305.0,427.0,37290000,36
163,36,BANTEN,PANDEGLANG,RUMPUT LAUT SPINOSUM,2020,31.0,126.0,952050000,37
164,36,BANTEN,SERANG,RUMPUT LAUT COTTONII,2020,11905.0,17858.0,952050000,37
165,36,BANTEN,SERANG,RUMPUT LAUT SPINOSUM,2020,10016.0,15024.0,952050000,37
166,31,DKI JAKARTA,ADM KEP SERIBU,RUMPUT LAUT COTTONII,2020,104.0,836.0,50000.0,40
167,31,DKI JAKARTA,ADM KEP SERIBU,RUMPUT LAUT SPINOSUM,2020,12.0,90.0,50000.0,40
168,75,GORONTALO,GORONTALO UTARA,RUMPUT LAUT GRACILARIA,2020,8667.0,43335.0,413500000,41
169,75,GORONTALO,PAHUWATO,RUMPUT LAUT SPINOSUM,2020,4.0,12.0,413500000,41
170,32,JAWA BARAT,INDRAMAYU,RUMPUT LAUT GRACILARIA,2020,42391.0,104416.0,280000000,43
171,32,JAWA BARAT,KARAWANG,RUMPUT LAUT GRACILARIA,2020,750.0,5625.0,280000000,43
172,33,JAWA TENGAH,BREBES,RUMPUT LAUT GRACILARIA,2020,55428.0,55428.0,1909826700,44
173,33,JAWA TENGAH,JEPARA,RUMPUT LAUT SPINOSUM,2020,23663.0,42594.0,1909826700,44
174,33,JAWA TENGAH,KOTA TEGAL,RUMPUT LAUT GRACILARIA,2020,160.0,723.0,1909826700,44
175,35,JAWA TIMUR,BANYUWANGI,RUMPUT LAUT COTTONII,2020,3903.0,8586.0,193181400,45
176,35,JAWA TIMUR,PACITAN,RUMPUT LAUT SPINOSUM,2020,155.0,776.0,193181400,45
177,35,JAWA TIMUR,PAMEKASAN,RUMPUT LAUT COTTONII,2020,9.0,28.0,193181400,45
178,35,JAWA TIMUR,SITUBONDO,RUMPUT LAUT COTTONII,2020,198.0,422.0,193181400,45
179,35,JAWA TIMUR,SUMENEP,RUMPUT LAUT COTTONII,2020,683425.0,2575607.0,193181400,45
180,61,KALIMANTAN BARAT,BENGKAYANG,RUMPUT LAUT SARGASSUM,2020,44.0,528.0,1500000.0,46
181,61,KALIMANTAN BARAT,BENGKAYANG,RUMPUT LAUT SPINOSUM,2020,49.0,245.0,1500000.0,46
182,64,KALIMANTAN TIMUR,KOTA BALIKPAPAN,RUMPUT LAUT COTTONII,2020,77.0,311.0,272000000,49
183,64,KALIMANTAN TIMUR,KOTA BONTANG,RUMPUT LAUT GRACILARIA,2020,2143.0,4286.0,272000000,49
184,64,KALIMANTAN TIMUR,KOTA BONTANG,RUMPUT LAUT SPINOSUM,2020,1940.0,3880.0,272000000,49
185,64,KALIMANTAN TIMUR,KUTAI KARTANEGARA,RUMPUT LAUT SPINOSUM,2020,823.0,3883.0,272000000,49
186,64,KALIMANTAN TIMUR,KUTAI TIMUR,RUMPUT LAUT SPINOSUM,2020,37.0,173.0,272000000,49
187,64,KALIMANTAN TIMUR,PASER,RUMPUT LAUT SPINOSUM,2020,36.0,109.0,272000000,49
188,65,KALIMANTAN UTARA,KOTA TARAKAN,RUMPUT LAUT COTTONII,2020,185491.0,501169.0,7428000000,50
189,65,KALIMANTAN UTARA,NUNUKAN,RUMPUT LAUT COTTONII,2020,337765.0,422207.0,7428000000,50
190,19,KEPULAUAN BANGKA BELITUNG,BELITUNG,RUMPUT LAUT SPINOSUM,2020,21.0,30.0,1000000.0,51
191,21,KEPULAUAN RIAU,KARIMUN,RUMPUT LAUT COTTONII,2020,1650.0,16509.0,149523200,52
192,21,KEPULAUAN RIAU,KEPULAUAN ANAMBAS,RUMPUT LAUT COTTONII,2020,11.0,118.0,149523200,52
193,21,KEPULAUAN RIAU,KOTA BATAM,RUMPUT LAUT COTTONII,2020,2406.0,24069.0,149523200,52
194,21,KEPULAUAN RIAU,LINGGA,RUMPUT LAUT COTTONII,2020,5.0,58.0,149523200,52
195,21,KEPULAUAN RIAU,NATUNA,RUMPUT LAUT COTTONII,2020,19.0,168.0,149523200,52
196,18,LAMPUNG,LAMPUNG SELATAN,RUMPUT LAUT COTTONII,2020,5334.0,10668.0,267000000,53
197,18,LAMPUNG,LAMPUNG SELATAN,RUMPUT LAUT SPINOSUM,2020,5.0,11.0,267000000,53
198,81,MALUKU,KAB MALUKU TENGGARA BARAT,RUMPUT LAUT COTTONII,2020,52376.0,261880.0,4129950000,54
199,81,MALUKU,KEPULAUAN ARU,RUMPUT LAUT COTTONII,2020,10818.0,23761.0,4129950000,54
200,81,MALUKU,KOTA AMBON,RUMPUT LAUT COTTONII,2020,5.0,25.0,4129950000,54
201,81,MALUKU,KOTA TUAL,RUMPUT LAUT COTTONII,2020,72839.0,364195.0,4129950000,54
202,81,MALUKU,MALUKU BARAT DAYA,RUMPUT LAUT COTTONII,2020,31162.0,34599.0,4129950000,54
203,81,MALUKU,MALUKU TENGGARA,RUMPUT LAUT COTTONII,2020,24156.0,34121.0,4129950000,54
204,81,MALUKU,SERAM BAGIAN BARAT,RUMPUT LAUT COTTONII,2020,47.0,142.0,4129950000,54
205,81,MALUKU,SERAM BAGIAN TIMUR,RUMPUT LAUT COTTONII,2020,34.0,173.0,4129950000,54
206,81,MALUKU,SERAM BAGIAN TIMUR,RUMPUT LAUT SPINOSUM,2020,49.0,248.0,4129950000,54
207,82,MALUKU UTARA,HALMAHERA BARAT,RUMPUT LAUT SPINOSUM,2020,102.0,617.0,372844000,55
208,82,MALUKU UTARA,HALMAHERA SELATAN,RUMPUT LAUT SPINOSUM,2020,151.0,910.0,372844000,55
209,82,MALUKU UTARA,HALMAHERA TENGAH,RUMPUT LAUT COTTONII,2020,21.0,126.0,372844000,55
210,82,MALUKU UTARA,HALMAHERA TENGAH,RUMPUT LAUT SPINOSUM,2020,31.0,186.0,372844000,55
211,82,MALUKU UTARA,HALMAHERA TIMUR,RUMPUT LAUT COTTONII,2020,619.0,2945.0,372844000,55
212,82,MALUKU UTARA,KEPULAUAN SULA,RUMPUT LAUT SARGASSUM,2020,56235.0,281548.0,372844000,55
213,82,MALUKU UTARA,KOTA TIDORE KEPULAUAN,RUMPUT LAUT COTTONII,2020,10.0,42.0,372844000,55
214,82,MALUKU UTARA,PULAU MOROTAI,RUMPUT LAUT SARGASSUM,2020,5790.0,23160.0,372844000,55
215,82,MALUKU UTARA,PULAU TALIABU,RUMPUT LAUT SARGASSUM,2020,18592.0,86370.0,372844000,55
216,52,NUSA TENGGARA BARAT,BIMA,RUMPUT LAUT GRACILARIA,2020,83575.0,125363.0,12429676100,56
217,52,NUSA TENGGARA BARAT,DOMPU,RUMPUT LAUT COTTONII,2020,1824.0,9121.0,12429676100,56
218,52,NUSA TENGGARA BARAT,DOMPU,RUMPUT LAUT GRACILARIA,2020,12.0,30.0,12429676100,56
219,52,NUSA TENGGARA BARAT,LOMBOK BARAT,RUMPUT LAUT GRACILARIA,2020,55483.0,110967.0,12429676100,56
220,52,NUSA TENGGARA BARAT,LOMBOK TENGAH,RUMPUT LAUT COTTONII,2020,30208.0,80407.0,12429676100,56
221,52,NUSA TENGGARA BARAT,LOMBOK TIMUR,RUMPUT LAUT COTTONII,2020,4324.0,15136.0,12429676100,56
222,52,NUSA TENGGARA BARAT,SUMBAWA,RUMPUT LAUT SPINOSUM,2020,465049.0,1627671.0,12429676100,56
223,52,NUSA TENGGARA BARAT,SUMBAWA BARAT,RUMPUT LAUT SPINOSUM,2020,8411.0,25234.0,12429676100,56
224,53,NUSA TENGGARA TIMUR,ALOR,RUMPUT LAUT SPINOSUM,2020,1989.0,4973.0,7907309600,57
225,53,NUSA TENGGARA TIMUR,FLORES TIMUR,RUMPUT LAUT SPINOSUM,2020,113274.0,283186.0,7907309600,57
226,53,NUSA TENGGARA TIMUR,KUPANG,RUMPUT LAUT COTTONII,2020,1879265.0,4954188.0,7907309600,57
227,53,NUSA TENGGARA TIMUR,LEMBATA,RUMPUT LAUT SPINOSUM,2020,381.0,952.0,7907309600,57
228,53,NUSA TENGGARA TIMUR,NAGEKEO,RUMPUT LAUT SPINOSUM,2020,61.0,185.0,7907309600,57
229,53,NUSA TENGGARA TIMUR,NGADA,RUMPUT LAUT SPINOSUM,2020,392.0,1374.0,7907309600,57
230,53,NUSA TENGGARA TIMUR,ROTE NDAO,RUMPUT LAUT SPINOSUM,2020,49542.0,247712.0,7907309600,57
